,Sentence,encoded_label
394,아이... 회사나 확~ 때려 칠까?,4
395,친구가 나를 의심해서 너무 속상해.,3
396,난 안 다쳤어.,4
397, 친일정부가 반환을 주장하지 않는것이 참 수상쩍다.,2
398,오늘 보이스피싱에 속은 아내가 은행에 갔는데 직원이 눈치를 채고 막아 줬지. 너무 감사해.,5
399,"뭐, 과외 활동이라 생각하면 될 거야. 아직 그리 늦은 시간도 아니잖아?",4
400,777 신서유기 기다렸어??????,5
401,요즘은 주위에 온통 나보다 나은 사람들만 있는 거 같아. 가족이건 형편이건 뒤떨어져 가는 느낌이야.,0
402,하긴 그런가?,4
403,오늘은 기분이 좋네! 출근하는데 아내가 잘 다녀오라면서 꼭 안아주며 사랑한다고 말했어. 너무 좋아!,5
404,지금 벌써 세 시간 넘게 기다리고 혼자 고생을 하고 있어.,3
405,내 연봉은 신입사원 수준에도 못 미쳐서 상처받아.,3
406,안돼. 아저씨가 거지도 아니고..,4
407,전역하고 남은건 건강한 몸뚱이와 학자금대출로 갚아야할 500..,3
408,우리 직렬이 드디어 직고용됐어. 오랜 기간 싸워왔는데 결국 원하는 결과를 얻어서 다행이야.,5
409,5일 이상은 드시는 것 같애. 정말 답답해!,1
410,이게 나라냐?박근혜의 꿈은 결국 유신이었나?,0
411,이슬람만이 김치년을 교육시킬 수 있다,6
412,"다른 회사도 준비하고 있긴 했었는데, 이번에 꼭 면접에 합격할 거라고 생각했어. 그래서 너무 속상해.",3
413,건강 관련해서 지원을 받고 싶은데 정보가 없어서 너무 까마득해.,0
414, 불텨 븅신아 니가 제일 븅신이고 아니라고?,1
415,나 오늘 짭새가 몰려 있길래 잠깐 구경 갔다 왔어.,4
416,결혼하고. 유학 떠난 이후도 계속 연락했습니까?,4
417,이재용이 적극적으로 하니 삼성은 이제 끝나는건가.,3
418,아니야. 내가 못하나봐. 과장님이 말하는데 틀린게 하나도 없더라.,3
419,밥줘영이랑 손잡고 홍눈깔이한테 가라 거품 3종세트들,1
420,또다시 호구 될까봐.,2
421,병원이요?,4
422,어머 사모님 나오셨어요?,4
423,얘기했잖니? 잠깐 같이 쇼핑 좀 하자 그랬잖아.,4
424,한 시간 이상 기다렸는데 올 생각을 안하네?,3
425,실제로 엄청 큰 천둥 소리 때문에 너무나 놀라고 무서웠어!,0
426,우린 이미 공식 발표처럼 돼 버려서 알만한 사람은 다 아는데 바람은 무슨.,4
427,학교에서 다니면서 알게 됐지.,3
428,아내 몰래 거실로 나와서 맥주를 마셨어.,2
429,같은 과 선배가 나 좋다고 자꾸 따라다녀서 아주 귀찮고 성가셔. 난 그 선배 별로거든.,1
430,수업 시간에 졸고 있다가 선생님께 걸렸어. 다른 애들도 다 나를 보고 웃고 있었어!,0
431,막 달려가서 해피를 데리고 왔기 때문에 아무 일도 안 생겼어.,0
432,그런거 없어. 아무도 없어.,4
433,어제 드라마에서 수술 장면이 나오는데 정말 혐오스러웠어.,0
434,기본소득은 복지의 개념이 아니라 4차 산업혁명의 그냥 시대흐름이다,0
435,휴가 첫날부터 밖에서 하루종일 비가 오고 있어.,1
436,갑자기 해피가 세상을 떠나서 가족들이 많이 힘들어하고 슬퍼해.,3
437,그래요. 경험이 없으면 처음에는 좀 힘드실 거예요. 하지만 특별한 기술이 필요한 일은 아니니까 열심히 하시면 될 겁니다.,4
438,안녕하세요 ㅠㅠ,3
439,병원비를 지불해야 하는데 자식들이 보내주는 용돈이 끊겨 병원비를 못 내고 있어.,0
440,너다운 말이네.,4
441,작은 아들이 이번에 공무원 시험에서 떨어졌어. 하지만 나는 꼭 합격할 거라고 믿어.,5
442,서울대 출신 쓰레기들로 악취가 난다,1
443,무도 결방을 양보할수 읍어여ㅎㅎ,4
444,이시키 가수였어?,0
445,그래야겠다. 너도 한 장 살래?,5
446,응. 화 많이 내봤지. 근데 그 때 뿐이더라.,4
447,작년 회사 상여금으로 주식을 사자던 아내 말을 듣길 잘했어. 주식이 벌써 엄청 올라서 신이 나!,5
448,"말씀하신 동료분, 평소 행동은 어떤가요? 씀씀이가 헤프다던가..",4
449,짭새 얘기 궁금하지도 않아?,4
450,네가 말 안 해도，열심히 할거야.,4
451,오랜만에 가족 여행을 다녀와서 기뻐.,5
452,너한테 좋은 사람이 되는게 무겁고 버거워,2
453,가만있자 스물일곱..스물일곱?,4
454,코로나 때문에 결혼하기 무서워.,2
455,이번 모의고사를 잘 보면 좋은 대학에 갈 수 있을 것 같아 기뻐.,5
456,분명 도움이 되실겁니다. 그리고... ,4
457,곧 가야지.,4
458,어...좀 전에 병원장님 비서실에서 연락 왔어.,4
459,"것도 그 때 가서 생각할 문제고,",4
460,왜? 지금이기사가 나올까!,0
461,친구가 방금 날 어깨로 밀고 지나가서 무시당한 것 같아 기분이 나빠.,3
462,이제 곧 은퇴를 하는데 모아둔 돈이 없어서 걱정이야.,1
463,이번 명절엔 아내랑 두 딸과 함께 시골에 내려갔는데 감회가 새로웠어.,5
464,계속 살려니 고민이다 어떻게 해야 될지.,3
465,김기춘이 공작으로 해산되고 은폐된거 다 까발려야한다 김기춘을 구속수사하리ㅣ,4
466,안볼란다.,6
467,그냥 말을 꺼내면 다 부정적이고 걱정 투성이입니다.,2
468,좋아 죽겠다. 내일은 너두 가잖어.,4
469,올해가 정년이더라고. 너무 충격 받았어.,3
470,오늘따라 정말 많이 보고싶다 오빠.,3
471,우리 엄마는 언니만 좋아해.,0
472, 너희들 퇴근도 하지마라,6
473,회사가 나를 기계부품처럼 가차없이 교체한다는 걸 느껴서 너무 슬퍼졌어.,3
474,맞아. 해피는 좋은 곳으로 갔을 거야.,3
475,아무것도 안 하고 있었더니 더 기분이 우울해지더라고. 아무래도 취미를 가져보는 게 가장 좋은 방법일 것 같아.,3
476,에이 선수까지는 아니고. 아마추어 선수?,5
477,"네, 그래야 결혼 허락도 받고 결혼 준비를 하지요. 부모님께서 저 보자고 안 하세요?",4
478,장례식은 간단하게 진행했어.,3
479,어떤가요 이쁜가요♡,5
480,완전 말썽쟁이였죠. 지금이랑 완전 똑같았어요.,4
481,얼마 전 은행 계좌를 봤는데 생각보다 모아둔 돈이 없더라고 너무 충격이었어.,3
482,어제 친구가 죽었다는 소식을 들었어. 아직도 한창일 나이에 좀 당황스러웠어.,0
483,비난은 많이 받은 한해였지만 그래도 야구에 대한 열정 은 인정한다.,5
484, 완벽해 돈만세면되는구나.,5
485,"아니. 입맛도 없고, 밥 먹어도 소화도 안 돼.",3
486,어. 고마워.,3
487, 반성해라 대한민국 인간들이여.,1
488,반 애들한테 괴롭히지 말라고 아무리 얘기해도 내 말을 듣지 않아. 화가 나.,1
489,"그게 아니구요... 저 꼬마 제 아들 아녜요. 동네에 그냥 아는 꼬만데, 쟤 할머니가 치매 끼가 있으셔서... ",4
490,경기 북부는 더 심한데 ... 이걸 기사라고...,1
491,생각보단 이쁘네 화장하면 상당히이쁠듯 목소리도 섹시하고 의외네,5
492,언제부터인가 사람들을 만나는 게 어렵고 두려워졌어.,2
493,생활비 2만원으로 2주 정도 버텨야 해.,4
494,이번대선은 무조건 노무현대통령 후계자 문재인이다.,4
495,쓸데없이 기대하면 자식 망친다 미련한 부모들아,1
496,... 한 이정도? ,4
497,아직 아닙니다.. 한 시간은 넘어야 올껍니다. ,4
498,알았다. 아빠가 더 참아볼게..,4
499,객관적으로 조작과 함정의 냄새가 나는것같다,4
500,몇 개월째 병상에 누워만 있으면서 빚만 늘어가는 것 같아서 고민거리가 생겼어.,1
501,왜 그래? ,4
502,라틀리프 성실하고 묵묵하고 좋지,5
503,집에 계셔.,4
504,알았어. 비염 빼고는 별 건강은 괜찮아.,4
505,최근 들어서 일이 바빠지긴 했는데 꼭 그런 것 같진 않아.,4
506,요즘 우리 세대 연애 문화를 이해할 수가 없어. ,2
507,아무래도 그래야 되겠지?,6
508,비켜. 청소하게. ,4
509,"네...무슨 고민 있어요, 오빠?",4
510,벗어,4
511, 덕분에 좋은배우를 알고 가네요.,5
512,"그런 거 말고, 위원장한테 바보 취급 당하는 게 제일 열 받는 것 같아. ",4
513,그럼 당연하지. 당연한걸 묻냐?,4
514,에이치는 어떻게 나온거임? h??,0
515,화장 안해도 급할때 국무회의 소집할 수 없는게 여자라면 여자는 대통령하면 안된다.,1
516,여기 뜨면 군생활 꼬인거라는데 사실인가요?0,0
517,삼성도 강하긴 한데...,3
518,ㅋㅋ 중국도내리막을걷는구나,4
519,따로 살기엔 월세도 너무 세고 혼자 감당해야되는 관리비가 너무 많은 거 같아.,1
520,아，아뇨. 그냥 제가 살게요.,4
521,난 연애 못 하는 사람들 이해가 안 돼. 이성을 사귈 자신이 없나?,5
522,오빠 얼굴만 보면 구역질이 날 것 같아. ,1
523,저거진짜 어처구니없음,6
524,얼마 전에 크게 넘어져서 병원에 길게 입원했었거든. 다 낫고 퇴원했는데 넘어졌던 부위가 아직도 아픈 것 같아서 걱정돼.,2
525,세 번째는요?,4
526,뭐야... 똑순이였네...,0
527,어..수고했어.,4
528,바른대로 말하세요. 우리 교감이랑 어떤 사이예요?,1
529,식중독입니다. 여자분보다 더 힘드셨을텐데. 어떻게 참으셨습니까?,4
530,건강에 고립감이 들어.,0
531,오랜만에 나왔더니 해피가 신이 났는지 뛰어가다가 목줄이 끊겼어!,0
532,사무실을 세 명이 같이 쓰고 있는데 다른 두 명이 떠나서 혼자 남겨져서 버려진 기분이야.,3
533,  왜 기자들은 그런것만 중요시할까요?,6
534,아침에 무국 좀 끓이자.,4
535,좋지. 노래 추천해줄 수 있어?,5
536,어-오늘 휴가 내셨다고 하던데.,4
537,내가 거기를 갈 것 같냐?,3
538,매일 부부 싸움이야. 이제는 싸우는 것도 지겨워.,3
539,남편이 친구의 보증을 서서 그 빚을 다 떠안게 생겼어. 울화가 치밀어.,3
540,"저기요, 엄마...저는 그냥 문병하러...",4
541,인터넷에 검색해보시면 되잖습니까.,4
542,어떻게 생각하세요?,0
543,노래도 좋은데 영화까지 찾아주면 정말 땡큐지. 고마워.,3
544,"지각이야, 늦잠 잤어. 먼저 갈게, 아빠.",4
545,가뜩이나 포수 없는데 ..울고 있는데 싸다구 날리네.. 군입대가 걸리긴했지만,3
546,응. 배고파서 먹으려고 했는데 입맛이 뚝 떨어졌어.,6
547,나무아미타불....,4
548,끙…,4
549,최고시잖아요. 전 1등을 좋아합니다. ,4
550,너무 더러워서 못 먹겠어! 버려야 될 것 같아.,6
551,와 이건 정말 너무하네 ㅁㅊ,1
552,고딩때부터 알던 친군데 그땐 이렇게까지 더러울줄은 몰랐지!,4
553,같이 공부한 친구들은 계속해서 성적이 오르는데 나만 성적이 그대로야.,2
554,좋은 것도 아니고 뭘 그렇게 보고 있냐?,4
555,오늘까지 다시 해오라고 해서 일찍 퇴근할 수도 없어. 아무래도 야근해야 될 것 같애.,3
556,응. 좀 상황보고 나도 아프면 병원에 가보려고.,4
557,영광스러운 김성근 감독의 가을야구탈락!,0
558,그동안 많이 불편했죠?...,4
559,내일 친구 결혼식이 있는데 가야 할지 말아야 할지 못 정했어.,2
560,문제는 없어보여. 새 노트북이라 그런지 너무 좋아.,5
561,알겠어. 고마워 이모카.,5
562,"……그야 뭐, 원래 소재가 그러니까요.",4
563,한 시간이나 혼자 기다리고 있어. 진짜 너무하지 않니?,6
564,글쎄.. 잘 팔릴 거 같진 않네요.,4
565,어? 어... ,4
566,오! 기대 이상의 뜨거운 답변인데?,0
567,장모님이랑 얘기 많이 나눴어요?,4
568,저는 선생님만 믿습니다. 그럼 이제부턴 워킹 훈련인가요?,4
569,"호오, 흐름으로 외우기…….",4
570,번개와 히어로라는?공통점 때문인지토르 단독 패러디 포스터도 만들어 졌네요 ㅋㅋ,5
571,"야야야, 잠깐 기다려. 왜 그런 결론이 나온건지는 모르겠지만, 그 애가 널 좋아한다는 건 둔한 나도 알아.",0
572,그러니까. 너는 코로난데 요새 어떻게 지내고 있어?,3
573, 그런 스타일 여자분 어디 없나요 ㅠㅠ,3
574,"왜긴 왜야 연기력 안돼, 상판때기도 안돼, 인간성도 안돼.",6
575,분명 좋은 선택이라 생각하고 일찍 결혼하고 아이를 낳았는데 독신생활을 즐기는 친구들이 훨씬 좋아 보여!,1
576,맞아. 그 사람에 대한 신뢰도까지 무너져버렸어. 너무 속상해.,1
577,그만두지 멀또창당인고..,6
578,요즘 알바를 너무 열심히 해서 그래.,4
579,나 너무 구역질 나.,1
580,"어디 가서, 토할래?",4
581,회사에서 아무도 내 인사를 받아주지 않는 것 같아서 속상해.,3
582,하아 진짜 나쁜놈들!!!!,6
583,그게 아니라 출출하시면 같이 드실래요? ,4
584,33살이 팔자좀 고쳐 보겠다는데 왜이러삼~~,1
585,제 동생이 귀찮게 해서 죄송해요. 나쁜 아이는 아닌데 고집이 너무 세서…,4
586,딱히 불만은 없는데,4
587,강사는 노후 준비가 별거 아니라고 했는데 듣는 사람들은 회의적이었어.,2
588,나 돈이 한 푼도 없어.,3
589,이번이 마지막이길 바랬는데 또 준비해야지 뭐.,3
590,친구들이 나를 괴롭혀. 부모님과 선생님께 얘기했는데도 믿어주지 않아.,1
591,아무리 도와달라고 소리쳐도 세상에 내 편은 없어. 너무 속상해.,3
592,영원히 겨울이 안올것 같다,6
593,환절기라서 비염이 좀 심해졌어.,4
594,"15년 동안 살아서 오래 살긴 했는데, 갑자기 의식을 잃고 쓰러졌어.",3
595,가게 잘렸어? 집에서 만들게. ,4
596,고등학교 때 친구인데 이렇게 방을 더럽게 사용할줄 몰랐어!,3
597,고등학교 와서도 따돌림 당해서 너무 낙담했어.,3
598,연아는 배우해도 되겠네..특별한얼굴이네,0
599,우리 강산인 어쩌구?,4
600,아니지 지금 이럴게 아니잖아!!,0
601,늘 하던 작업인데 오늘따라 일이 잘 안 풀리네. 왜 이렇게 오래 걸리는지 모르겠어.,0
602,......돈이 필요해서요.,3
603,따돌림을 당하고 나니 세상에는 악한 사람들만 있는 것 같다는 회의감만 들어.,2
604,방을 너무 더럽게 써. 방이 지저분해서 볼 수가 없어.,6
605,깨셨어요?,4
606,검진 결과가 나왔는데 위염이래.,3
607,어떻게 보면 권태기가 아니라 오래만나다보면 오는 위기일수도 있을까요.,3
608,정리시키기 위해서 하는 거라지만 나는 그러면서 당신 마음도 정리됐으면 좋겠어요.,4
609,내가 암 수술로 병원에 있는 동안 딸이 내 통장의 돈을 빼갔어. 너무 충격이야.,3
610,최근에 아빠랑 대화를 많이 안 해서인지 아빠가 멀게 느껴져. 예전에는 안 그랬는데 속상해.,3
611,너무 슬퍼.,3
612,강원도 인제 1500원인데 이제는 갈일 없지만,4
613,"아! 우리 오빠 결혼할 때 축하연주할까, 같이? 그래, 그러자. 뭐할까? 뭐가 좋을까? ",4
614,궁금하면 니가 직접 해 보든지..,4
615,몸에 좋다는 영양제를 들은 게 있어서 딸에게 알아봐 달라고 했는데 소식이 없어.,3
616,정말 힘이 들어.,3
617,생각지도 않게 셋째가 생겼어요...,0
618,어. 같이 뛰시는 분들 있어. 어 일주일에 한 번 정도? 같이 여기 탄천 뛰고 있어.,5
619,누가 잘 알지도 못하면서 신고한거야,6
620,ㅋㅋㅋㅋㅋㅋ 애플매출은 무슨 지붕을 뚫고 우주까지 뚫어야하냐,0
621,아직도 취업을 하지 못해서 집에서 얼굴도 못 들 지경이야.,2
